code,label
"@ Override public Metadata <w> set Properties </w> ( Map < String , String > properties ) { return this ; }",1
public static final int ITERATIONS = 100 * <w> RANDOM _ MULTIPLIER </w> ;,1
private static final long <w> GRACEFUL _ SHUTDOWN _ TIMEOUT _ MS </w> = 60 * 1000 ;,0
public <w> Project Building Request </w> <w> set Plugin Artifact Repositories </w> ( List < <w> Artifact Repository </w> > <w> plugin Artifact Repositories </w> ) { if ( <w> plugin Artifact Repositories </w> ! = null ) { this . <w> plugin Artifact Repositories </w> = new <w> Array List </w> < > ( <w> plugin Artifact Repositories </w> ) ; } else { this . <w> plugin Artifact Repositories </w> . clear ( ) ; } return this ; },1
"<comment> public static final Schema [ ] <w> UPDATE _ METADATA _ RESPONSE </w> = { <w> UPDATE _ METADATA _ RESPONSE _ V 0 </w> , <w> UPDATE _ METADATA _ RESPONSE _ V 1 </w> , <w> UPDATE _ METADATA _ RESPONSE _ V 2 </w> , <w> UPDATE _ METADATA _ RESPONSE _ V 3 </w> } ;",1
private <w> In Memory Timer Internals </w> <w> timer Internals </w> ;,0
@ Override public <w> Maven Execution Request </w> <w> set Selected Projects </w> ( List < String > <w> selected Projects </w> ) { if ( <w> selected Projects </w> ! = null ) { this . <w> selected Projects </w> = new <w> Array List </w> < > ( <w> selected Projects </w> ) ; } else { this . <w> selected Projects </w> = null ; } return this ; },1
<comment> private int <w> num Records </w> = 0 ;,0
<comment> public void <w> set Comment </w> ( String purpose ) { comment = purpose ; },0
<comment> @ <w> Visible For Testing </w> public void <w> close Current Page </w> ( ) { if ( <w> current Page </w> ! = null ) { <w> page Cursor </w> = <w> current Page </w> . <w> get Base Offset </w> ( ) + <w> current Page </w> . size ( ) ; } },0
private int <w> required Num Acks </w> = Integer . <w> MAX _ VALUE </w> ;,0
<comment> public Set < String > <w> get Field Infos Files </w> ( ) { return Collections . <w> unmodifiable Set </w> ( <w> field Infos Files </w> ) ; },0
<comment> static final int <w> VERSION _ CHUNK _ STATS </w> = 1 ;,1
"@ Override public synchronized Void get ( long timeout , <w> Time Unit </w> unit ) throws <w> Interrupted Exception </w> , <w> Execution Exception </w> , <w> Timeout Exception </w> { long started = System . <w> current Time Millis </w> ( ) ; long limit = started + unit . <w> to Millis </w> ( timeout ) ; while ( ! completed ) { long <w> left Ms </w> = limit - System . <w> current Time Millis </w> ( ) ; if ( <w> left Ms </w> < 0 ) throw new <w> Timeout Exception </w> ( <str-literal> <str-literal> <str-literal> ) ; this . wait ( <w> left Ms </w> ) ; } if ( exception ! = null ) throw new <w> Execution Exception </w> ( exception ) ; return null ; }",1
public static final String <w> Host Context Xml </w> = <str-literal> <str-literal> <str-literal> ;,0
long <w> failed Attempts </w> ;,1
<comment> public static byte [ ] <w> decode Base 64 </w> ( final String <w> base 64 String </w> ) { return new <w> Base 64 </w> ( ) . decode ( <w> base 64 String </w> ) ; },0
final double <w> radius Meters </w> ;,0
<comment> public static final int <w> TOKEN _ SHOWSINGULARMULTIPLICITIES </w> = 26 ;,0
private int <w> max Steps </w> = 3 ;,0
public static final String <w> DATA _ WORLD _ CITIES _ POINTS </w> = <str-literal> <str-literal> <str-literal> ;,1
<comment> private final List < String > searchpath = new <w> Array List </w> < String > ( ) ;,1
<comment> public static final String <w> STATE _ DIR _ CONFIG </w> = <str-literal> <str-literal> <str-literal> ;,0
"private org . eclipse . <w> uml 2 </w> . uml . Class <w> get Metaclass </w> ( Object <w> base Class </w> ) { org . eclipse . <w> uml 2 </w> . uml . Class metaclass = null ; if ( <w> base Class </w> instanceof String ) { URI uri = URI . <w> create URI </w> ( <w> UML Resource </w> . <w> UML _ METAMODEL _ URI </w> ) ; <w> Resource Set </w> rs = <w> model Impl </w> . <w> get Editing Domain </w> ( ) . <w> get Resource Set </w> ( ) ; Resource res = rs . <w> get Resource </w> ( uri , true ) ; Model m = ( Model ) <w> Ecore Util </w> . <w> get Object By Type </w> ( res . <w> get Contents </w> ( ) , <w> UML Package </w> . Literals . PACKAGE ) ; metaclass = ( org . eclipse . <w> uml 2 </w> . uml . Class ) m . <w> get Owned Type </w> ( ( String ) <w> base Class </w> ) ; } else if ( <w> base Class </w> instanceof org . eclipse . <w> uml 2 </w> . uml . Class ) { metaclass = ( org . eclipse . <w> uml 2 </w> . uml . Class ) <w> base Class </w> ; } return metaclass ; }",1
private static final int <w> CAMERA _ MATRIX _ ROWS </w> = 3 ;,1
public Plugin <w> get Plugin </w> ( ) { if ( <w> mojo Descriptor </w> ! = null ) { return <w> mojo Descriptor </w> . <w> get Plugin Descriptor </w> ( ) . <w> get Plugin </w> ( ) ; } return plugin ; },0
"private boolean <w> is Wildcard </w> ( <w> Char Sequence </w> text ) { if ( text = = null | | text . length ( ) < = 0 ) return false ; <comment> <comment> for ( int i = text . length ( ) - 1 ; i > = 0 ; i - - ) { if ( ( text . <w> char At </w> ( i ) = = <str-literal> | | text . <w> char At </w> ( i ) = = <str-literal> ) & & ! <w> Unescaped Char Sequence </w> . <w> was Escaped </w> ( text , i ) ) { return true ; } } return false ; }",0
private static final String <w> CONFIGS _ KEY _ NAME </w> = <str-literal> <str-literal> <str-literal> ;,0
<comment> private <w> Char Buffer </w> <w> out CB </w> = <w> Char Buffer </w> . allocate ( <w> BUFFER _ SIZE </w> ) ;,0
<comment> protected long <w> nr Of Cross Context Send Requests </w> = 0 ;,0
<comment> private final List < <w> Custom Separator </w> > <w> parameter Custom Sep </w> ;,1
<comment> public static Throwable <w> unwrap Invocation Target Exception </w> ( Throwable t ) { if ( t instanceof <w> Invocation Target Exception </w> & & t . <w> get Cause </w> ( ) ! = null ) { return t . <w> get Cause </w> ( ) ; } return t ; },0
<comment> public void <w> to SAX </w> ( <w> Content Handler </w> ch ) throws <w> SAX Exception </w> { <comment> <w> XML Byte Stream Interpreter </w> deserializer = new <w> XML Byte Stream Interpreter </w> ( ) ; deserializer . <w> set Content Handler </w> ( new <w> Embedded XML Pipe </w> ( ch ) ) ; deserializer . deserialize ( this . <w> xml Bytes </w> ) ; },1
<comment> protected final boolean <w> min X Plane Intersects </w> ;,0
private final <w> Rocks Iterator </w> iter ;,0
"private <w> dc 1394 video _ frame _ t </w> [ ] <w> raw _ image </w> = { new <w> dc 1394 video _ frame _ t </w> ( null ) , new <w> dc 1394 video _ frame _ t </w> ( null ) } ;",0
public long <w> get Creation Time </w> ( ) { <w> check Valid </w> ( ) ; return creationtime ; },1
<comment> public static final int <w> HKEY _ USERS </w> = 5 ;,1
private static final int <w> Id _ Java Adapter </w> = 1 ;,0
"<comment> private static final Map < String , <w> Field Type </w> > <w> field To Type </w> = new <w> Hash Map </w> < String , <w> Field Type </w> > ( ) ;",0
private static final String <w> IS _ INTERNAL _ KEY _ NAME </w> = <str-literal> <str-literal> <str-literal> ;,1
private int <w> original Max Clauses </w> ;,1
"<comment> private void <w> get Functions </w> ( Configuration conf ) { Configuration [ ] children = conf . <w> get Children </w> ( <str-literal> <str-literal> <str-literal> ) ; int i = children . length ; while ( i - - > 0 ) { String <w> clazz Name </w> = children [ i ] . <w> get Attribute </w> ( <str-literal> <str-literal> <str-literal> , null ) ; String prefix = children [ i ] . <w> get Attribute </w> ( <str-literal> <str-literal> <str-literal> , null ) ; if ( <w> clazz Name </w> ! = null & & prefix ! = null ) { try { Class clazz = Class . <w> for Name </w> ( <w> clazz Name </w> ) ; this . library . <w> add Functions </w> ( new <w> Class Functions </w> ( clazz , prefix ) ) ; } catch ( <w> Class Not Found Exception </w> cnf ) { <comment> } } } }",1
private <w> Paged Growable Writer </w> offsets ;,1
<comment> final byte [ ] <w> last Packed Value </w> ;,1
<comment> public static native String defname ( ) ;,0
<comment> protected Member [ ] view ;,1
"public void <w> delete Timer </w> ( Instant timestamp , <w> Time Domain </w> <w> time Domain </w> ) { <w> timer Internals </w> . <w> delete Timer </w> ( <w> Timer Data </w> . of ( namespace , timestamp , <w> time Domain </w> ) ) ; }",0
abstract Builder < T > <w> set Method </w> ( Method method ) ;,1
<comment> public static final String <w> SASL _ KERBEROS _ PRINCIPAL _ TO _ LOCAL _ RULES </w> = <str-literal> <str-literal> <str-literal> ;,0
"<comment> private <w> State Namespace </w> <w> get Namespace </w> ( ) { if ( namespace = = null ) { namespace = <w> State Namespaces </w> . window ( <w> window Coder </w> , window ) ; } return namespace ; }",0
"@ Override public Consumer < byte [ ] , byte [ ] > <w> get Consumer </w> ( final Map < String , Object > config ) { return consumer ; }",0
<comment> public int <w> get Frag Num </w> ( ) { return <w> frag Num </w> ; },0
public int <w> num Partitions </w> ;,0
<comment> private long <w> time Between Eviction Runs Millis </w> = <w> DEFAULT _ TIME _ BETWEEN _ EVICTION _ RUNS _ MILLIS </w> ;,0
<comment> private <w> Aggregation Kind </w> <w> check Aggregation Kind </w> ( Object <w> aggregation Kind </w> ) { if ( <w> aggregation Kind </w> = = null ) { <w> aggregation Kind </w> = <w> Aggregation Kind Enum </w> . <w> AK _ NONE </w> ; } return ( <w> Aggregation Kind </w> ) <w> aggregation Kind </w> ; },0
@ Override public <w> Maven Execution Request </w> <w> set User Settings File </w> ( File <w> user Settings File </w> ) { this . <w> user Settings File </w> = <w> user Settings File </w> ; return this ; },1
public static final char <w> ALTERNATE _ USER _ TOOLCHAINS </w> = <str-literal> ;,1
"private List < Artifact > <w> get Trail </w> ( ) throws <w> Over Constrained Version Exception </w> { if ( trail = = null ) { List < Artifact > ids = new <w> Linked List </w> < > ( ) ; <w> Resolution Node </w> node = this ; while ( node ! = null ) { Artifact artifact = node . <w> get Artifact </w> ( ) ; if ( artifact . <w> get Version </w> ( ) = = null ) { <comment> <w> Artifact Version </w> selected = artifact . <w> get Selected Version </w> ( ) ; <comment> <comment> if ( selected ! = null ) { artifact . <w> select Version </w> ( selected . <w> to String </w> ( ) ) ; } else { throw new <w> Over Constrained Version Exception </w> ( <str-literal> <str-literal> <str-literal> + artifact . <w> get Artifact Id </w> ( ) , artifact ) ; } } ids . add ( 0 , artifact ) ; node = node . parent ; } trail = ids ; } return trail ; }",1
<comment> public short <w> get Modifiers </w> ( ) { return <w> the Modifiers </w> ; },1
public void <w> set Max </w> ( int limit ) { max = limit ; },0
<comment> private long <w> _ time Between Eviction Runs Millis </w> = <w> Base Object Pool Config </w> . <w> DEFAULT _ TIME _ BETWEEN _ EVICTION _ RUNS _ MILLIS </w> ;,0
"<comment> <w> Kafka Based Log </w> < String , byte [ ] > <w> setup And Create Kafka Based Log </w> ( String topic , final <w> Worker Config </w> config ) { Map < String , Object > <w> producer Props </w> = new <w> Hash Map </w> < > ( ) ; <w> producer Props </w> . <w> put All </w> ( config . originals ( ) ) ; <w> producer Props </w> . put ( <w> Producer Config </w> . <w> KEY _ SERIALIZER _ CLASS _ CONFIG </w> , <w> String Serializer </w> . class . <w> get Name </w> ( ) ) ; <w> producer Props </w> . put ( <w> Producer Config </w> . <w> VALUE _ SERIALIZER _ CLASS _ CONFIG </w> , <w> Byte Array Serializer </w> . class . <w> get Name </w> ( ) ) ; <w> producer Props </w> . put ( <w> Producer Config </w> . <w> RETRIES _ CONFIG </w> , Integer . <w> MAX _ VALUE </w> ) ; Map < String , Object > <w> consumer Props </w> = new <w> Hash Map </w> < > ( ) ; <w> consumer Props </w> . <w> put All </w> ( config . originals ( ) ) ; <w> consumer Props </w> . put ( <w> Consumer Config </w> . <w> KEY _ DESERIALIZER _ CLASS _ CONFIG </w> , <w> String Deserializer </w> . class . <w> get Name </w> ( ) ) ; <w> consumer Props </w> . put ( <w> Consumer Config </w> . <w> VALUE _ DESERIALIZER _ CLASS _ CONFIG </w> , <w> Byte Array Deserializer </w> . class . <w> get Name </w> ( ) ) ; Map < String , Object > <w> admin Props </w> = new <w> Hash Map </w> < > ( config . originals ( ) ) ; <w> New Topic </w> <w> topic Description </w> = <w> Topic Admin </w> . <w> define Topic </w> ( topic ) . compacted ( ) . partitions ( 1 ) . <w> replication Factor </w> ( config . <w> get Short </w> ( <w> Distributed Config </w> . <w> CONFIG _ STORAGE _ REPLICATION _ FACTOR _ CONFIG </w> ) ) . build ( ) ; return <w> create Kafka Based Log </w> ( topic , <w> producer Props </w> , <w> consumer Props </w> , new <w> Consume Callback </w> ( ) , <w> topic Description </w> , <w> admin Props </w> ) ; }",0
@ Override public <w> Maven Execution Request </w> <w> set Local Repository </w> ( <w> Artifact Repository </w> <w> local Repository </w> ) { this . <w> local Repository </w> = <w> local Repository </w> ; if ( <w> local Repository </w> ! = null ) { <w> set Local Repository Path </w> ( new File ( <w> local Repository </w> . <w> get Basedir </w> ( ) ) . <w> get Absolute File </w> ( ) ) ; } return this ; },1
public Set < String > <w> internal Topics </w> ( ) { return <w> internal Topics </w> ; },0
private static final List < String > <w> ODT _ FILE </w>,1
<comment> public void cancel ( ) { cancelled = true ; },0
<comment> private final int retries ;,1
"@ Override public void <w> get Bounds </w> ( Bounds bounds ) { <comment> if ( <w> local Is Within </w> ( <w> planet Model </w> . <w> NORTH _ POLE </w> ) ) { bounds . <w> no Top Latitude Bound </w> ( ) . <w> no Longitude Bound </w> ( ) . <w> add Point </w> ( <w> planet Model </w> . <w> NORTH _ POLE </w> ) ; } if ( <w> local Is Within </w> ( <w> planet Model </w> . <w> SOUTH _ POLE </w> ) ) { bounds . <w> no Bottom Latitude Bound </w> ( ) . <w> no Longitude Bound </w> ( ) . <w> add Point </w> ( <w> planet Model </w> . <w> SOUTH _ POLE </w> ) ; } if ( <w> local Is Within </w> ( <w> planet Model </w> . <w> MIN _ X _ POLE </w> ) ) { bounds . <w> add Point </w> ( <w> planet Model </w> . <w> MIN _ X _ POLE </w> ) ; } if ( <w> local Is Within </w> ( <w> planet Model </w> . <w> MAX _ X _ POLE </w> ) ) { bounds . <w> add Point </w> ( <w> planet Model </w> . <w> MAX _ X _ POLE </w> ) ; } if ( <w> local Is Within </w> ( <w> planet Model </w> . <w> MIN _ Y _ POLE </w> ) ) { bounds . <w> add Point </w> ( <w> planet Model </w> . <w> MIN _ Y _ POLE </w> ) ; } if ( <w> local Is Within </w> ( <w> planet Model </w> . <w> MAX _ Y _ POLE </w> ) ) { bounds . <w> add Point </w> ( <w> planet Model </w> . <w> MAX _ Y _ POLE </w> ) ; } bounds . <w> is Wide </w> ( ) ; <comment> for ( final <w> Geo Point </w> point : points ) { bounds . <w> add Point </w> ( point ) ; } <comment> for ( final <w> Sided Plane </w> edge : edges ) { bounds . <w> add Plane </w> ( <w> planet Model </w> , edge , <w> either Bounds </w> . get ( edge ) ) ; } for ( final <w> Sided Plane </w> <w> inverted Edge </w> : <w> inverted Edges </w> ) { final <w> Sided Plane </w> <w> next Edge </w> = <w> next Brother Map </w> . get ( <w> inverted Edge </w> ) ; bounds . <w> add Intersection </w> ( <w> planet Model </w> , <w> inverted Edge </w> , <w> next Edge </w> , <w> prev Brother Map </w> . get ( <w> inverted Edge </w> ) , <w> next Brother Map </w> . get ( <w> next Edge </w> ) ) ; } }",1
"<comment> public static Cluster empty ( ) { return new Cluster ( null , new <w> Array List </w> < Node > ( 0 ) , new <w> Array List </w> < <w> Partition Info </w> > ( 0 ) , Collections . < String > <w> empty Set </w> ( ) , Collections . < String > <w> empty Set </w> ( ) , null ) ; }",0
"public void <w> java To Native </w> ( Object object , <w> Transfer Data </w> <w> transfer Data </w> ) { byte [ ] check = <w> TYPE _ NAME </w> . <w> get Bytes </w> ( ) ; super . <w> java To Native </w> ( check , <w> transfer Data </w> ) ; }",1
private short <w> its Flags </w> ;,1
<comment> public <w> Project Build List </w> <w> get By Task Segment </w> ( <w> Task Segment </w> <w> task Segment </w> ) { List < <w> Project Segment </w> > <w> current Segment </w> = new <w> Array List </w> < > ( ) ; for ( <w> Project Segment </w> <w> project Build </w> : items ) { if ( <w> task Segment </w> = = <w> project Build </w> . <w> get Task Segment </w> ( ) ) { <comment> <w> current Segment </w> . add ( <w> project Build </w> ) ; } } return new <w> Project Build List </w> ( <w> current Segment </w> ) ; },1
"private static final String [ ] time = { <str-literal> <str-literal> <str-literal> <str-literal> <str-literal> <str-literal> , <str-literal> <str-literal> <str-literal> , <str-literal> <str-literal> <str-literal> , <str-literal> <str-literal> <str-literal> , <str-literal> <str-literal> <str-literal> , <str-literal> <str-literal> <str-literal> , <str-literal> <str-literal> <str-literal> , <str-literal> <str-literal> <str-literal> , <str-literal> <str-literal> <str-literal> } ;",1
"protected void <w> get Method Bodies </w> ( <w> Compilation Unit Declaration </w> unit , int place ) { <comment> if ( unit . <w> ignore Method Bodies </w> ) { unit . <w> ignore Further Investigation </w> = true ; return ; <comment> } if ( place < <w> parse Threshold </w> ) return ; <comment> <comment> parser . scanner . <w> set Source Buffer </w> ( unit . <w> compilation Result </w> . <w> compilation Unit </w> . <w> get Contents </w> ( ) ) ; if ( unit . types ! = null ) { for ( int i = unit . types . length ; - - i > = 0 ; ) unit . types [ i ] . <w> parse Method </w> ( parser , unit ) ; } }",1
final <w> Monotonic Block Packed Reader </w> addresses ;,1
@ Override public <w> SQL Warning </w> <w> get Warnings </w> ( ) throws <w> SQL Exception </w> { return null ; },1
public List < String > <w> get Messages </w> ( ) { return Collections . <w> unmodifiable List </w> ( messages ) ; },0
public int <w> get Record Length </w> ( ) { return current . <w> get Record Length </w> ( ) ; },0
private boolean <w> all Names </w> = false ;,1
@ Override public <w> Maven Execution Request </w> <w> set User Properties </w> ( Properties <w> user Properties </w> ) { if ( <w> user Properties </w> ! = null ) { this . <w> user Properties </w> = new Properties ( ) ; this . <w> user Properties </w> . <w> put All </w> ( <w> user Properties </w> ) ; } else { this . <w> user Properties </w> = null ; } return this ; },1
@ Override public <w> Toolchains Building Request </w> <w> set User Toolchains Source </w> ( Source <w> user Toolchains Source </w> ) { this . <w> user Toolchains Source </w> = <w> user Toolchains Source </w> ; return this ; },1
"private Properties <w> set Produce Consume Properties </w> ( final String <w> client Id </w> ) { Properties props = new Properties ( ) ; props . put ( <w> Producer Config </w> . <w> CLIENT _ ID _ CONFIG </w> , <w> client Id </w> ) ; props . put ( <w> Producer Config </w> . <w> BOOTSTRAP _ SERVERS _ CONFIG </w> , kafka ) ; props . put ( <w> Producer Config </w> . <w> KEY _ SERIALIZER _ CLASS _ CONFIG </w> , <w> Integer Serializer </w> . class ) ; props . put ( <w> Producer Config </w> . <w> VALUE _ SERIALIZER _ CLASS _ CONFIG </w> , <w> Byte Array Serializer </w> . class ) ; <comment> <comment> props . put ( <w> Producer Config </w> . <w> SEND _ BUFFER _ CONFIG </w> , <w> SOCKET _ SIZE _ BYTES </w> ) ; props . put ( <w> Consumer Config </w> . <w> KEY _ DESERIALIZER _ CLASS _ CONFIG </w> , <w> Integer Deserializer </w> . class ) ; props . put ( <w> Consumer Config </w> . <w> VALUE _ DESERIALIZER _ CLASS _ CONFIG </w> , <w> Byte Array Deserializer </w> . class ) ; props . put ( <w> Consumer Config </w> . <w> ENABLE _ AUTO _ COMMIT _ CONFIG </w> , <str-literal> <str-literal> <str-literal> ) ; <comment> <comment> props . put ( <w> Consumer Config </w> . <w> RECEIVE _ BUFFER _ CONFIG </w> , <w> SOCKET _ SIZE _ BYTES </w> ) ; props . put ( <w> Consumer Config </w> . <w> MAX _ POLL _ RECORDS _ CONFIG </w> , <w> MAX _ POLL _ RECORDS </w> ) ; return props ; }",1
private final byte [ ] <w> message 2 </w> ;,1
private final List < <w> Message Handler Info </w> > <w> on Message </w> = new <w> Array List </w> < > ( ) ;,1
"@ Override public void <w> get Artifact Metadata </w> ( <w> Artifact Metadata </w> metadata , <w> Artifact Repository </w> repository , File destination , String <w> checksum Policy </w> ) throws <w> Transfer Failed Exception </w> , <w> Resource Does Not Exist Exception </w> { String <w> remote Path </w> = repository . <w> path Of Remote Repository Metadata </w> ( metadata ) ; <w> get Remote File </w> ( repository , destination , <w> remote Path </w> , null , <w> checksum Policy </w> , true ) ; }",1
@ Override public <w> Bytes Ref </w> <w> get Payload </w> ( ) { return payload . length > 0 ? payload : null ; },0
<comment> private boolean <w> prepared Doc Values And Point Values </w> ;,1
@ Override public <w> Maven Execution Request </w> <w> set Interactive Mode </w> ( boolean interactive ) { <w> interactive Mode </w> = interactive ; return this ; },1
final String <w> phrased Query String Contents </w> ;,0
"@ Override public <w> Value Expression </w> <w> set Variable </w> ( String variable , <w> Value Expression </w> expression ) { if ( vars = = null ) { vars = new <w> Hash Map </w> < > ( ) ; } if ( expression = = null ) { return vars . remove ( variable ) ; } else { return vars . put ( variable , expression ) ; } }",1
<comment> public void <w> remove Layout Component </w> ( Component comp ) { },0
private <w> Hash Map </w> <w> method Index </w> ;,1
<comment> public <w> Variable Info </w> [ ] <w> get Variable Info </w> ( <w> Tag Data </w> data ) { <w> Variable Info </w> [ ] result = null ; <w> Tag Extra Info </w> tei = <w> get Tag Extra Info </w> ( ) ; if ( tei ! = null ) { result = tei . <w> get Variable Info </w> ( data ) ; } return result ; },0
public byte [ ] <w> get Command </w> ( ) { return command ; },1
@ Override public <w> Maven Execution Request </w> <w> set Cache Transfer Error </w> ( boolean <w> cache Transfer Error </w> ) { this . <w> cache Transfer Error </w> = <w> cache Transfer Error </w> ; return this ; },1
private final int <w> num Segments </w> = 3 ;,0
"<comment> private void <w> start Group </w> ( String name , Attributes atts ) throws <w> SAX Exception </w> { <w> Attributes Impl </w> ai = ( atts = = null ) ? new <w> Attributes Impl </w> ( ) : new <w> Attributes Impl </w> ( atts ) ; ai . <w> add Attribute </w> ( NAMESPACE , <str-literal> <str-literal> <str-literal> , <str-literal> <str-literal> <str-literal> , <str-literal> <str-literal> <str-literal> , name ) ; super . <w> content Handler </w> . <w> start Element </w> ( NAMESPACE , <str-literal> <str-literal> <str-literal> , <str-literal> <str-literal> <str-literal> , ai ) ; }",0
<comment> public boolean <w> is Valid Namespace </w> ( Object ns ) { return true ; },1
private final List < String > <w> expected Output </w> ;,1
<comment> public Object <w> get Value </w> ( ) { return this . value ; },0
private Member [ ] view ;,1
"public int compare ( long b , long a ) { return ( a < b ) ? - 1 : ( a > b ) ? 1 : 0 ; }",0
"@ Test public void <w> long To Json </w> ( ) { <w> Json Node </w> converted = parse ( converter . <w> from Connect Data </w> ( TOPIC , Schema . <w> INT 64 _ SCHEMA </w> , 4398046511104l ) ) ; <w> validate Envelope </w> ( converted ) ; <w> assert Equals </w> ( parse ( <str-literal> <str-literal> <str-literal> <str-literal> <str-literal> <str-literal> <str-literal> <str-literal> <str-literal> <str-literal> <str-literal> <str-literal> <str-literal> <str-literal> <str-literal> ) , converted . get ( <w> Json Schema </w> . <w> ENVELOPE _ SCHEMA _ FIELD _ NAME </w> ) ) ; <w> assert Equals </w> ( 4398046511104l , converted . get ( <w> Json Schema </w> . <w> ENVELOPE _ PAYLOAD _ FIELD _ NAME </w> ) . <w> long Value </w> ( ) ) ; }",1
<comment> public static final Schema [ ] <w> END _ TXN _ RESPONSE </w> = { <w> END _ TXN _ RESPONSE _ V 0 </w> } ;,1
<comment> private static final String <w> STRING _ SHOWSTEREOTYPES </w> = <str-literal> <str-literal> <str-literal> ;,0
void <w> to String Builder </w> ( <w> String Builder </w> b ) { switch ( kind ) { case <w> REGEXP _ UNION </w> : b . append ( <str-literal> <str-literal> <str-literal> ) ; <w> exp 1 </w> . <w> to String Builder </w> ( b ) ; b . append ( <str-literal> <str-literal> <str-literal> ) ; <w> exp 2 </w> . <w> to String Builder </w> ( b ) ; b . append ( <str-literal> <str-literal> <str-literal> ) ; break ; case <w> REGEXP _ CONCATENATION </w> : <w> exp 1 </w> . <w> to String Builder </w> ( b ) ; <w> exp 2 </w> . <w> to String Builder </w> ( b ) ; break ; case <w> REGEXP _ INTERSECTION </w> : b . append ( <str-literal> <str-literal> <str-literal> ) ; <w> exp 1 </w> . <w> to String Builder </w> ( b ) ; b . append ( <str-literal> <str-literal> <str-literal> ) ; <w> exp 2 </w> . <w> to String Builder </w> ( b ) ; b . append ( <str-literal> <str-literal> <str-literal> ) ; break ; case <w> REGEXP _ OPTIONAL </w> : b . append ( <str-literal> <str-literal> <str-literal> ) ; <w> exp 1 </w> . <w> to String Builder </w> ( b ) ; b . append ( <str-literal> <str-literal> <str-literal> ) ; break ; case <w> REGEXP _ REPEAT </w> : b . append ( <str-literal> <str-literal> <str-literal> ) ; <w> exp 1 </w> . <w> to String Builder </w> ( b ) ; b . append ( <str-literal> <str-literal> <str-literal> ) ; break ; case <w> REGEXP _ REPEAT _ MIN </w> : b . append ( <str-literal> <str-literal> <str-literal> ) ; <w> exp 1 </w> . <w> to String Builder </w> ( b ) ; b . append ( <str-literal> <str-literal> <str-literal> ) . append ( min ) . append ( <str-literal> <str-literal> <str-literal> ) ; break ; case <w> REGEXP _ REPEAT _ MINMAX </w> : b . append ( <str-literal> <str-literal> <str-literal> ) ; <w> exp 1 </w> . <w> to String Builder </w> ( b ) ; b . append ( <str-literal> <str-literal> <str-literal> ) . append ( min ) . append ( <str-literal> <str-literal> <str-literal> ) . append ( max ) . append ( <str-literal> <str-literal> <str-literal> ) ; break ; case <w> REGEXP _ COMPLEMENT </w> : b . append ( <str-literal> <str-literal> <str-literal> ) ; <w> exp 1 </w> . <w> to String Builder </w> ( b ) ; b . append ( <str-literal> <str-literal> <str-literal> ) ; break ; case <w> REGEXP _ CHAR </w> : b . append ( <str-literal> <str-literal> <str-literal> ) . <w> append Code Point </w> ( c ) ; break ; case <w> REGEXP _ CHAR _ RANGE </w> : b . append ( <str-literal> <str-literal> <str-literal> <str-literal> ) . <w> append Code Point </w> ( from ) . append ( <str-literal> <str-literal> <str-literal> <str-literal> ) . <w> append Code Point </w> ( to ) . append ( <str-literal> <str-literal> <str-literal> ) ; break ; case <w> REGEXP _ ANYCHAR </w> : b . append ( <str-literal> <str-literal> <str-literal> ) ; break ; case <w> REGEXP _ EMPTY </w> : b . append ( <str-literal> <str-literal> <str-literal> ) ; break ; case <w> REGEXP _ STRING </w> : b . append ( <str-literal> <str-literal> <str-literal> ) . append ( s ) . append ( <str-literal> <str-literal> <str-literal> ) ; break ; case <w> REGEXP _ ANYSTRING </w> : b . append ( <str-literal> <str-literal> <str-literal> ) ; break ; case <w> REGEXP _ AUTOMATON </w> : b . append ( <str-literal> <str-literal> <str-literal> ) . append ( s ) . append ( <str-literal> <str-literal> <str-literal> ) ; break ; case <w> REGEXP _ INTERVAL </w> : String <w> s 1 </w> = Integer . <w> to String </w> ( min ) ; String <w> s 2 </w> = Integer . <w> to String </w> ( max ) ; b . append ( <str-literal> <str-literal> <str-literal> ) ; if ( digits > 0 ) for ( int i = <w> s 1 </w> . length ( ) ; i < digits ; i + + ) b . append ( <str-literal> ) ; b . append ( <w> s 1 </w> ) . append ( <str-literal> <str-literal> <str-literal> ) ; if ( digits > 0 ) for ( int i = <w> s 2 </w> . length ( ) ; i < digits ; i + + ) b . append ( <str-literal> ) ; b . append ( <w> s 2 </w> ) . append ( <str-literal> <str-literal> <str-literal> ) ; break ; } },1
public int [ ] <w> get RGB Color Order </w> ( ) { int [ ] order = new int [ 3 ] ; for ( int i = 0 ; i < 3 ; i + + ) { switch ( Character . <w> to Upper Case </w> ( <w> color Order </w> . <w> char At </w> ( i ) ) ) { case <str-literal> : order [ i ] = 2 ; break ; case <str-literal> : order [ i ] = 1 ; break ; case <str-literal> : order [ i ] = 0 ; break ; default : assert ( false ) ; } } return order ; },1
<comment> private long <w> previous Seconds </w> = Long . <w> MIN _ VALUE </w> ;,1
"private Map <w> get Expression Cache </w> ( Map cache synchronized ( cache ) { Map map = ( Map ) cache . get ( key ) ; if ( map = = null ) { map = Collections . <w> synchronized Map </w> ( new <w> Hash Map </w> ( ) ) ; cache . put ( key , map ) ; } return map ; } }",1
"<comment> public <w> Validation Message </w> [ ] validate ( String prefix , String uri , <w> Page Data </w> page ) { return null ; }",1
