text,label
exec command on system runtime,0
//{{{ getTabSize() method,0
delete when null => original value,0
check whether the character is in the range 0x30 ~ 0x39,0
"If our position was clamped, try to make it up on the other end",0
Probably a missing jar,0
Test with all kinds of input data,0
"TODO: mvw: do we really look into super-types of the stereotype, or should we be looking into super-types of the baseclass?",1
seriesKey,0
check for frame field reads or writes,0
assumed this is called after a font render context is set up. changing font render context settings without a setStyles() call will not reset cached monospaced font info.,0
deal with the ResourceCollections,0
History count,0
AFTER,0
classloader wants no leading slash,0
//yyGindex 136,0
"thread context, receiver and original args",0
try to re-use already instanciated class,0
"Work out the radii of the ellipse, a and b. The top right corner of the ellipse (Cartesian coordinates, centered on the origin) will be at (x,y)",0
else absolute path: keep it and query,0
return with an error,0
"for the column that is being changed, use the value passed in by the caller (which may be either the current value or the new replacement value)",0
now run main threads in limited numbers... start initial batch of threads,0
if user doesn't overwrite logger settings with commandline arguments just initialize default logging Logging.createDefaultHandler();,0
"create a new collection wrapper, to be initialized later",0
Add type/creator to local buffer property list on open,0
models for addressbook/recipients lists,0
we do have another slash; omit both / and . (JRUBY-1606),0
"//For testing on the live server URL l_url = new URL(""http://sqlvalidator.mimer.com/beta2/services"");",0
//Maybe do nothing at all?,1
The drag gesture listener is notified of drag gestures by a recognizer. The typical response is to initiate a drag by invoking DragSource.startDrag(). <p> TODO: find a way to show a different image when multiple elements are dragged. @param dragGestureEvent the DragGestureEvent describing the gesture that has just occurred @see java.awt.dnd.DragGestureListener#dragGestureRecognized(java.awt.dnd.DragGestureEvent),1
@see org.tigris.gef.graph.GraphListener#edgeAdded(org.tigris.gef.graph.GraphEvent),0
"now that we have stripped the file, we can parse the parameters",0
The value is in the second group,0
i18n[CreateTableOfCurrentSQLCommand.noQuery=No query found to create the script from.],0
//{{{ ButtonLayout class,0
//{{{ getEnd() method,0
no new methods required,0
"By default, the first value of the combobox is selected.",0
Force that the last line in buffer does NOT have a newline,0
"Construct an exception with a message and a causing exception. @param message the message @param c the cause of the exception public XmiReferenceException(String message, Throwable c) { super(message, c); }",0
while,0
snip off ruby or jruby command from list of arguments leave alone if the command is the name of a script,0
This only works for old globally registered things.,0
test if our To headerfield contains or contains not the search string,0
//{{{ ok() method,0
"upper-case package name TODO: top-level upper-case package was supported in the previous (Ruby-based) implementation, so leaving as is. see note at #getProxyOrPackageUnderPackage re: future approach below the top-level.",1
i18n[UdfDetailsTab.hint=Display UDF details],0
Execute a Ruby script (add the menubar to the frame).,0
@see javax.swing.event.CaretListener#caretUpdate(javax.swing.event.CaretEvent),0
line 555,0
TODO: implement the entity for the annotation,1
"Outer only once + (""three"" + ""only once five and six"" + (""four"" + ""seven"") innerLoopCount) outerLoopCount;",0
mark found pattern (select) //text.grabFocus();,0
If we want to support multiple commands in the command path we need to change this to not throw the exception.,0
i18n[SQLPanelAPI.untitledLabel=Untitled],0
//{{{ setExpanded() method,0
Generate code to unwrap bsh Primitive types,0
//tokens that close a sub expression //tokens that open a sub expression //tokens that would indicate a sub expression is a boolean expression,0
Parse '=',0
we can't do anything,0
//{{{ WindowTableModel class,0
maxValue,0
"Workaround for JDK bug 4071281, where system.in.available() returns too large a value. This bug has been fixed in JDK 1.2.",1
<!-- begin-user-doc --> The <b>Adapter Factory</b> for the model. It provides an adapter <code>createXXX</code> method for each class of the model. <!-- end-user-doc --> @see org.eclipse.emf.mapping.ecore2ecore.Ecore2EcorePackage @generated,0
Let's use it!,0
Now split the segment as needed,0
//GenModelAdapterFactory,0
"using default english language, shipped with Columba",0
copy selected URL to clipboard as string,0
"This should probably be inside xmiReader.parse but there is another place in this source where XMIReader is used, but it appears to be the NSUML XMIReader. When Argo XMIReader is used consistently, it can be responsible for loading the listener. Until then, do it here.",1
"Extend, but only between two use cases. Remember we draw from the extension port to the base port.",0
"SQLFilterAction.java Created on March 22, 2003, 10:55 AM Adapted from SessionPropertiesAction.java by Colin Bell. TODO: CHange name to ContentsTabFilterAction",1
generate block bodies initialization code,0
//lastCursor = -1; //prepared = 0;,0
computeRoute(); this recomputes the route if you reload the diagram.,0
"Add the given node to the graph, if valid. @see org.tigris.gef.graph.MutableGraphModel#addNode(java.lang.Object)",0
"Use null for url to simulate that HttpRequestHdr do not know the encoding for the page. Specify contentEncoding, so the request is ""sent"" using that encoding",0
This is a template method called by the ArgoUML framework as the result of a change to a model element. Do not call this method directly yourself. <p>Override this in any subclasses in order to change what model elements the FigNode is listening to as a result of change to the model. </p> <p>This method is guaranteed by the framework to be running on the same thread as the model subsystem.</p> TODO: Lets refactor this at some time to take UmlChangeEvent argument @param event the UmlChangeEvent that caused the change,1
//TODO: handle property-ref,1
"shouldn't throw out deprecation warnings before we know, the wrong version has been used.",0
//negatives allowed or upper bound not between 0 & 1 //if flag then change to log version of highest value to make range begin at a 10^n value; else use nearest int,0
Is Destination setup static? else dynamic $NON-NLS-1$ default to maintain compatibility,0
"Close variable like attributes ""%>""",0
Hide Window on ESC,0
set sort-string/displayname,0
//{{{ getStringProperty() method,0
FIXME: We should be getting this from the runtime rather than assume none? //return runtime.getEncodingService().getEncoding(runtime.getDefaultExternalEncoding());,1
i18n[SchemaPropertiesPanel.schemaTableUpdateLable1=Set],0
//Class/setGenFeature.javadoc.override.javajetinc,0
Remove any non-Java dependencies from being added. //,0
//TODO: look at the owning property and check that it isn't lazy (by instrumentation),1
@see tudresden.ocl.parser.analysis.DepthFirstAdapter#caseAIfExpression(tudresden.ocl.parser.node.AIfExpression),0
Create a data input text field @return the panel for entering the data,0
i18n[sqlbookmark.desc=Description:],0
default to plain version,0
"MVW This is not the correct way, but it allows connecting a CommentEdge to it! See e.g. ActionAddNote for the correct way. Testcase: 1. Select the message. 2. Click the Comment tool.",0
//{{{ activateIfNecessary() method,0
"Determine installation directory. If the jedit.home property is set, use that. Then, look for jedit.jar in the classpath. If that fails, assume this is the web start version.",0
add -command CheckOutFile to the commandline,0
// else,0
not a valid header,0
this() constructors come after super constructors in the table,0
line 336,0
"Should we exit at end of the test? (only applies to server, because host is non-null)",1
@see org.argouml.cognitive.critics.Critic#isActive(),0
"first pass draws the background (lines, for instance)",0
//{{{ Chunk constructor,0
"""ALTER SEQUENCE $sequenceName$ $startWith$ $increment$ $minimum$ $maximum$ $cache$ $cycle$"";",0
reserve some space for the range axis...,0
we force argParamCount to 1 since we always know we'll have [] args,0
/////////////////////////////////////////////////////////Handling of comments,0
//{{{ getBeanShellReplace() method,0
"Action to trigger code generation for one or more classes. <p> In fact, only all named classes and interfaces on the active diagram are generated. Or, if this delivers an empty collection, all selected classes, interfaces and the contents of selected packages are generated (independent if they are named or not). <p> TODO: Implement a more logical behaviour.",1
"a file, not in the root since the jar may be one without directory entries, add the parent dir of this file as well.",0
where clause usage group,0
Be careful here since subclasses could have overridden this with the assumption that it wouldn't be called before the constructors finished,0
0.0 is ok float range inverted float range? NaN +infinity -infinity,0
really delete file,0
i18n[graph.dina4=Din A 4],0
so that quick copy works,0
//{{{ getRowCount() method,0
"The keyword used to specify an identity column, if identity column key generation is supported.",0
table has focus,0
get all the files in the descriptor directory,0
for each message,0
"allow out-of-range selection selectedDate.set(Calendar.DATE, selectedDay);",0
(non-Javadoc) @see com.mockobjects.sql.MockDatabaseMetaData#supportsLikeEscapeClause(),0
//columns.add(columnName); //aliases.add(tableAlias);,0
//{{{ Inner classes,0
"we need to dirty check many-to-ones with not-found=""ignore"" in order to update the cache (not the database), since in this case a null entity reference can lose information",0
Date formats to try if the time format does not parse as milliseconds,0
"@see org.argouml.model.ExtensionMechanismsHelper#getAllPossibleStereotypes(java.util.Collection, java.lang.Object)",0
Here the actions to divide a region,0
"not a field, try property access",0
Double.MAX_EXPONENT since Java 1.6,0
//XMLNamespaceValidator,0
"//we mark the file to be deleted on exit. //the alternative would be to cache the filename and delete //after execution finished, which is much better for long-lived runtimes //though spawning complicates things...",0
@see org.tigris.swidgets.Dialog#nameButtons(),0
headerfield is empty,0
//{{{ getJAR() method,0
trim the table name in case of HADB,0
code generation,0
IN is the same!,0
keep track of active windows (used by dialogs which don't have a direct parent),0
Consume to stop other modes from trying to take over,0
parent plot...,0
Activate all Virtual Folders,0
Helper method to simplify marshall routine,0
//{{{ RecentHandler class,0
//ArrayList<String> result = new ArrayList<String>();,0
add stereotypes,0
"Write the contents to our master list of links This method assumes that all links are defined in terms of absolute paths, or paths relative to the working directory:",0
f is a module,0
select search folder,0
"Do nothing, eplicit from elements are always in the projection list.",0
"Interpreter.debug(""Simple var LHS..."");",0
add listener to changes,0
Get the (sub)-Project instance currently in use. @return Project @since Ant 1.7,0
i18n[I18n.includeTimestamp=Include timestamp in modified properties file],0
mirko: check,0
backspace,0
ignore!,0
See if we can copy a stereotype right off,0
4.5.2.18 ElementOwnership,0
//{{{ Position methods,0
Disable the DELETE and SAVE buttons if no rows remaining after delete.,0
null 'from' type corresponds to type of Primitive.NULL assign to any object type,0
//No need to be focusable,0
Check that bsh has read the file,0
Remove with null item should remove all entries for key,0
"parent directory for mail folders for example: "".columba/mail/""",0
minimumArcAngleToDraw,0
replace or append,0
MUST be called from synchronized/locked block! should only be called by variableTableStore/variableTableFastStore,0
hibernate impelemnts cast in Dialect.java,0
"Now, iterate through the attributes adding them.",0
"check to see if the connection is in auto-commit mode (no connection means aggressive connection release outside a JTA transaction context, so MUST be autocommit mode)",0
"//cat.debug(""bad goal"");",0
"//strip leading "", """,0
Empty implementation - not used.,1
if some action was performed,0
//|| ( getParent()!=null && getParent().classStatic != null ),0
i18n[SessionStartupTimeHintDlg.title=Session startup time hint],0
Store context from Root Thread to pass it to created threads,0
XMLReaderFactory.createXMLReader(vendorParseClass);,0
Increment the symbol frequencies for the selected table.,0
we cannot use an iterator here because the close method manipulates the list,0
//////////////////////////////////////////////////////////////user interface,0
hack to ensure the newly created awt fonts will be rendered with the same height as the swt one,1
Get the corresponding type. //,0
octal constant,0
//Listen for enable changes,0
if name starts with a / we're done (classloader resources won't load with an initial /),0
"not included, to nothing",0
//{{{ OptionTreeModel class,0
//WARNING: this depends on entries in ButtonGroup being in the same order as the values for whereClauseUsage,0
"FillAShape filledShadow = new FillAShape(""shadowShape"", new RoundRectangle(0, 0, 1, 1, 5, 5), bgAbsRect, new Color(0, 0, 0, 100), Boolean.TRUE);",0
"using IOOutputStream may not be the most performance way, but it's easy.",1
TODO: These 2 should be handled with an Iterator!!!,1
Control reuse of cached SSL Context in subsequent iterations,0
name of file to do export/import/process on,0
//socks,0
Disabled thread start if listen on sample choice,0
and remaining jump exceptions should restore $!,0
add command to CompoundCommand,0
"A \r was read, hence a MacOS file",0
wrap-round check,0
//RGB values discovered using ZoomIn,0
warn user,0
draw the bottom circle,0
An AntClassLoader which is supposed to delegate to the parent and then to the disk path:,0
line 1972,0
line 1815,0
restore log level,0
find the point at the appropriate distance end point along the axis/angle identified above and add it to the polygon,0
aload 5 load exception,0
Fix for invalid characters. If you think of more add to the list.,1
L L L L L N N N Mc,0
(non-Javadoc) @see net.sourceforge.squirrel_sql.fw.sql.ISQLDatabaseMetaData#getSystemFunctions(),0
@see org.argouml.ui.StylePanelFig#refresh(),0
try MIME format,0
//{{{ showSearchDialog() method,0
Synchronize the startup directory,0
line 348,0
//TODO: avoid this for non-new instances where mightBeDirty==false,1
advance the minuend if needed,0
//{{{ breakPlugin() method,0
//splitPane.setDividerSize(1); //setDividerSize(5);,0
"it's not one of the types we convert, so just pass it out as-is without wrapping",0
Stop when we hit a null index.,0
"TO DO: these annotations only work with XYPlot, see if it is possible to make ContourPlot a subclass of XYPlot (DG);",1
Now add the subsamples to the sample,0
draw vertical crosshair if required...,0
"Initialize dirty flags for arrays + collections with composite elements and reset reached, doupdate, etc.",0
reply-to,0
i18n[graphToClipboard.closeButton=Close],0
"Userinfo can contain alphanumerics, mark characters, escaped and ';',':','&','=','+','$',','",0
verify the size of the list,0
24 chars,0
Process all the files marked for styling,0
size of message,0
"no args, do not pass args processor",0
stupidity,1
//TBD return super classes of classes in this package that come from a delegate package.,1
Fill 16 of value (byte) -87 Fill 3 of value (byte) 33 Fill 4 of value (byte) -87 Fill 3 of value (byte) 33 Fill 10 of value (byte) -19 Fill 2 of value (byte) -87 Fill 2 of value (byte) 33 Fill 10 of value (byte) -87 Fill 17 of value (byte) 33 Fill 3 of value (byte) -87,0
TODO: Localize,0
"TODO: not sure that we should skip calling join() altogether. Thread.join() has some implications for Java Memory Model, etc.",1
P K,0
"user pressed ""Search"" button",0
"Ruby uses Qnil here, we use ""dummy"" because we need a class",0
check for more operations (';' separated):,0
The values must be Java equal. //,0
No op,0
"(non-Javadoc) @see org.columba.core.gui.frame.IFrameManager#switchView(org.columba.core.gui.frame.IContainer, java.lang.String)",0
A child got removed -> stay at this position to get the next,0
remove all components from container,0
"If the other end is a many, then we should remove the owner from the old value's opposite feature so that undo will put it back. //",0
"Since this is (hopefully) a temporary solution, and nobody ever looks at the type of notation event, we can simplify from sending every existing event to one event only. But since there is no catch-all event defined, we just make one up. Rationale: reduce the number of total refreshes of the drawing.",1
"TODO : make this the factory for ""entity mode related"" sessions; also means making this the target of transaction-synch and the thing that knows how to cascade things between related sessions At that point, perhaps this thing is a ""SessionContext"", and ConnectionManager is a ""JDBCContext""? A ""SessionContext"" should live in the impl package...",1
-GL,0
null some variables so that retaining references to closed views won't hurt as much.,0
the boundary parameter,0
"We are near the middle, so we'll start by trying to do a drop on. //",0
i18n[popupeditableIoPanel.executeError2=Execute Error],0
"string has it's own ByteList, but it's pointing to a shared buffer (byte[])",0
"load other internal headerfields, non-boolean type",0
//////////////////////////////////////////////////////////////////////////////,0
register as a listener with sub-components...,0
Maybe update the cache,0
advance line Visible,0
This keeps track of the editing domain that is used to track all changes to the model. <p> TODO: This probably needs to be a set of EditingDomain so that we can manage an EditingDomain per project.,1
-out,0
Handle Derived:,0
//{{{ getListCellRendererComponent() method,0
TODO processing instructions are not sent to recordValues,1
"""UseCaseInstance"", Gone in UML 2.x & unused by ArgoUML",0
If this object is compatible with this reference... //,0
Remove null characters at the end,0
"test cases for making Url, and exercise method parseArguments(String queryString)",0
it is a simple table alias {foo},0
note: absolutePath -> hierarchical,0
title x-axis label y-axis label,0
//{{{ charsToEscapes() method,0
//{{{ writeBooleanArray() method,0
"@see org.tigris.gef.presentation.Fig#setBounds(int, int, int, int)",0
////////////////////////////////////////////////////////////////////XML query routines. //////////////////////////////////////////////////////////////////////,0
subscribe to the new mailbox,0
//{{{ setRectangularSelectionEnabled() method,0
i.e. '\\',0
Init PGP,0
////////////////////////////////////////////////////////////////////Local Variables. //////////////////////////////////////////////////////////////////////,0
xmlResource.getResourceSet().getResources().addAll(generatedResources);,0
get search folder,0
closes reader as well,0
let's update also the actions array,0
shapeLocation,0
//i18n[DeleteAliasAction.error.selectingwindow=Error selecting window],0
//dmo: added this panel for colorbar control. (start dmo additions),0
"else no collection element, but also no owner",0
//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,0
setup our test timelines Legend for comments below: <spaces> = Segments included in the final timeline EE = Excluded segments via timeline rules xx = Exception segments inherited from base timeline exclusions,0
clear message-list selection,0
get the fileset and its basedir,0
"should be ok performance-wise to generate new delegate instances for each request since these are locally stack-scoped. Besides, it makes the code much easier to read than the old TransactionHelper stuff...",0
array-of-interface-type creation/identity,0
do we need to fill the buffer?,0
set size of mPane according to the available width and fetch root view,0
get translation,0
(non-Javadoc) @see net.sourceforge.squirrel_sql.fw.sql.SQLDatabaseMetaData#getExportedKeysInfo(net.sourceforge.squirrel_sql.fw.sql.ITableInfo),0
returns Object covering both Double and Boolean return types,0
//create the URL //ant equivalent of fileToConvert.toURI().toURL().toExternalForm();,0
/////////////////////////////////////////////////////////////////Internal methods,0
///////////////////////,0
end class ClOperationCompartment,0
close.setPreferredSize(d);,0
i18n[I18n.appendI18nStringsProps=Create/Append I18nString.properties files],0
handle negative value,0
pass mouse down event if some ChartMouseListener are listening,0
1. Remember current message paths,0
Convert position in buffer to Calendar type Assumes that pos >=0 (which is true for getCaretPosition()),0
"Let's create a class with the given name, otherwise the user will not understand why we refuse his input!",0
test with a class in a package,0
TODO: the subplot areas needs to be moved out of the plot into the plot state,1
fire all of the notation events,0
"Hack: don't show first column, where the model element object is placed.",1
//{{{ setDefault() method,0
"TODO: columns, tables",0
"LoggingManager.setPriority(""DEBUG"",""jmeter"");",0
Only remap package if we didn't remap specific class,0
"suggestionsJScrollPane.setMaximumSize( new Dimension( Integer.MAX_VALUE, Integer.MAX_VALUE ) );",0
"? two iterations of refinement, maybe should be a for-loop",0
dateFormatOverride,0
"hack to reduce the need to load every class in non-GUI mode, which only needs functions TODO perhaps use BCEL to scan class files instead? class name should contain this string class name should not contain this string",1
we could check for base class of the stereotype but the condition normally covers it all.,0
"FIXME: add setSeriesStroke(int, Stroke, boolean) ?",0
//private List aliases = new ArrayList();,0
finally block to release monitor,0
"if the insertion point is a class, update subclass lists",0
private final static ILogger s_log = LoggerController.createLogger(CreateMysqlTableScriptCommand.class);,0
//yyDefRed 945,0
"//must keep for subclass BC, though unused: CheckStyle:ConstantNameCheck OFF - bc",0
tickRadius,0
Make a seamless integration of the text in the note figure.,0
Register the new descriptor,0
@see org.argouml.uml.ui.UMLModelElementListModel2#isValidElement(java.lang.Object),0
templates i,0
Get the InputReader to use,0
@see javax.management.NotificationBroadcaster#getNotificationInfo(),0
autoRange,0
unused in parent,1
wait for connection,0
//Fallback to Securest Login method,0
i18n[mssql.ok=OK],0
search through defaultViews to get settings for given id,0
start JPA entity manager,0
TODO: Optimize for root model case? - tfm,1
If the result about to be returned has children... //,0
Remove the node from removeSet,0
wrap read() methods to track output buffer,0
//{{{ isUntitled() method,0
look for a version attribute,0
Kick off a thread to go and fetch the files one-by-one and register callback class - DownloadStatusEventHandler,0
EqualityHelper,0
"setSize( 750, getPreferredSize().height );",0
Pre-requisites are that column needs to be primary key and it must be integer type. alter table IDENTITYTEST2 alter column myid identity,0
close button only there if 'temp' is true,0
//{{{ HelpFile class,0
line 1661,0
"Check for \r, \r\n and \r\r\n Regard \r\r not followed by \n as two lines",0
"the indicator bounds is calculated from the templateValue (which determines the minimum size), the maxTemplateValue (which, if specified, provides a maximum size) and the actual value",0
@see org.argouml.model.ModelImplementation#getPseudostateKind(),0
sort all the results,0
//sqlResultTypeList.add( type ); Generate the select expression.,0
Just change the time expression,0
Might also be a catalog or a schema name,0
//long v = stl.toTimelineValue(946684800020L);,0
else if it's elements changed,0
Prevent underline events if underline does not change. TODO: GEF should manage this after GEF 0.13.4 is included.,1
Test GUI elements - run for all components,0
Prevent entry if nothing to do,0
"Some drivers (e.g. Oracle) give precision as 0 in some cases. When precision is 0, we cannot check the length, so do not try.",0
handle everything after -- as arguments to the jruby process,0
//+ JMX file attribut names - do not change! //$NON-NLS-1$,0
"put the data into the DB and the on-screen JTable. If there was a failure, do not make this form go away since the user may be able to fix the problem by changing the data.",0
legacy behavior (with no abstract attribute specified),0
array not exhausted,0
"If an input stream can't be created, ensure that the resource is still considered loaded after the failure, and do all the same processing we'd do if we actually were able to create a valid input stream. //",0
//make a few calls,0
"If dm is the top state of the statemachine, then it is not supposed to have incoming transitions.",0
Logger for this class,0
try to get it from the project or keys Backward compatibility,0
search is finished -> enable search button again,0
Don't bother reporting stop test interruptions,0
i18n[editextras.errorRemoveQuotes=Error processing Remove Quotes SQL command: {0}],0
Configurable implementation ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,0
restore the lastModified attribute,0
add to the panel - Update,0
Bug in above method,1
i18n[KeywordsTab.hint=Show all the non-standard Keywords available in DBMS],0
"@see javax.swing.ListCellRenderer#getListCellRendererComponent( javax.swing.JList, java.lang.Object, int, boolean, boolean)",0
clear previous search results,0
getObjectsToDetachGen() should be changed only if required,0
"Similarly, trying to delete a read-only directory should succeed",0
Lazy init,0
int n = 10;,0
//{{{ ToolBarEditDialog class,0
(non-Javadoc) @see com.mockobjects.sql.MockDatabaseMetaData#othersDeletesAreVisible(int),0
@see java.util.Collection#toArray(),0
//addException(exceptionDate.getTime());,0
//conditionally compile,0
FIXME check if the id is a correct file name!,1
de-selects the fig minimising & layout if we are not creating diagrams,0
The methods were matched by a process that doesn't consider the parameters,0
upperPanel.setBorder(BorderFactory.createEtchedBorder());,0
Check assertions for the transaction sample,0
create method for toplevel of script,0
Fill 8 of value (byte) -87,0
"A ""path"" attribute for a node within a Path object.",0
For serialization. Don't serialize non-serializable objects.,0
Recognizer for ModelElements which have the <<singleton>> Stereotype applied. <p> TODO: Moved this out of the Facade to someplace elese since it's not Model subsystem specific - tfm 20070607 @param handle candidate @return true if handle is a singleton.,1
trap focus traversal keys also,0
"don't bother to check if final method, it won't be there (not generated, can't be!)",1
try UU format,0
//{{{ _createInputStream() method,0
"//System.err.println(""DEBUG: with firstchar-matching: ""+this.firstChar);",0
start the threads,0
line 464,0
And now add listeners to them all:,0
//this.iri = iri;,0
"// final ApplicationFiles appFiles = new ApplicationFiles(); // _exportPrefsText.setText(getFileName(here, appFiles.getUserPreferencesFile().getName())); // _exportDriversText.setText(getFileName(here, appFiles.getDatabaseDriversFile().getName())); // _exportAliasesText.setText(getFileName(here, appFiles.getDatabaseAliasesFile().getName()));",0
this will throw an error if there's something wrong.,0
"Returns the character encoded by % followed by the two given hex digits, which is always 0xFF or less, so can safely be casted to a byte. If either character is not a hex digit, a bogus result will be returned.",0
"return getPrefixedName(""EditPlugin"");",0
Add the diagram as a listener to the namespace so that when the namespace is removed the diagram is deleted also.,0
//i18n[ImportDataIntoTableExecutor.sqlException=A database error occured while inserting data] //i18n[ImportDataIntoTableExecutor.error=Error],0
//i18n[LockDetailsTab.hint=Display Locks],0
//-- processXML,0
"if the default group is not mapped to, it should still count towards the group count...",0
Get all the request headers,0
Make sure the correspondence that we depend on doesn't change,0
Note: this field and the following static initializer must be located be in this order!,0
ILOAD_0,0
if the character / is found shows the user a error message,0
(non-Javadoc) @see com.mockobjects.sql.MockDatabaseMetaData#supportsStatementPooling(),0
Generic SQL,0
//include locally for screening purposes,0
//}}} //{{{ Backward search,0
"Singleton for now, it may change ( per/classloader )",1
//{{{ invalidateLayout() method,0
Perform the encoding,0
These are values for the TEST attribute above $NON-NLS-1$,0
Any features that delegate to features in this package. //,0
load xml configuration -> will be automatically saved every couple of minutes and on shutdown,0
the name of a class,0
openTickPaint,0
"A HTTP POST request, multipart/form-data, with value that will change if they are url encoded Values are similar to __VIEWSTATE parameter that .net uses",0
ClassifierInState.class,0
"drawCross(g, x, y);",0
no text!,0
proxy username,0
//{{{ getClassLoader() method,0
"//if there is no property-ref, assume the join //is to the subclass table (ie. the table of the //subclass that the association belongs to)",0
Zlib behavior: negative win_bits means no header and no checksum.,0
exception handler should handle all error handling stuff,0
Singleton,0
"If defaultViews doesn't exist, create it (backward compatibility)",0
"no dec digits, end of parseable data, go to calc",0
TRY SOME ERRORS,0
builder.append(contextButton); builder.append(providerComboBox);,0
rangeGridlinesVisible,0
"Do not use Axion's bigint data type. I get the following exception in my test: org.axiondb.AxionException: Invalid value ""3074478078827346"" for column (BIGINT_TYPE_TABLE).BIGINT_COLUMN, expected numeric(20,10) : data exception: numeric value out of range Can someone please tell me why Axion expects big integers to be limited to 20 precision and 10 scale?(Integers should have scale == 0, right?) So an Axion bigint is limited to just 20 digits to the left of the decimal point. TODO: consider filing a bug report against Axion build M3. 38 is the maximum precision for Axion's numeric type.",0
"if the from-clauses are the same, we can be a little more aggressive in terms of what we reuse",0
create the dom tree,0
Wait for all Model subsystem events to be delivered,0
starts with the name of a mapped class (new style),0
i18n[SQLResultExecuterPanel.title=Results],0
//every condition is xored against the previous one,0
ensure this is called in the EDT,0
"values to be masked must be set in the WebApp to """"",0
--------------------,0
This is for brute force detection of BLOB/CLOB lengths if necessary,0
2700..27BF;,0
Samplers and Controllers need not apply ...,0
Potentially expensive; do it once,0
must follow the checkbox setting,0
//{{{ smartHome() method,0
we move down or up the messages that are downward the broom,0
"Color bgPaint = new Color(255, 150, 150);",0
Set up a SOSCheckout task,0
MENU_ADD_xxx - controls which items are in the ADD menu MENU_PARENT_xxx - controls which items are in the Insert Parent menu,0
version needed to extract,0
Simulate the user switching the statement separator for the session,0
END1 because the draw should be correct,0
Found no such attribute,0
update status message,0
This is the proper behavior for all non-expanded assigners which have a pre > 0. The rest override this.,0
needs to be public for testing,0
"processes seem to have some peculiar locking sequences, so we need to ensure nobody is trying to close/destroy while we are",0
@see java.awt.event.MouseListener#mouseReleased(java.awt.event.MouseEvent),0
and its stereotypes TODO: Aren't stereotypes handled elsewhere?,1
more difficult case - evaluate later...,0
folder.showFilterDialog(((AbstractMailFrameController) getFrameMediator()));,0
generate the certificate and store in output file,0
"all methods are static, no need to instantiate",0
Scope (method/closure) to which this cfg belongs Entry BB -- dummy Exit BB -- dummy The actual graph Next available basic block id,0
//i18n[SyntaxPlugin.duplicateline=duplicateline],0
//+ JMX attributes - do not change the values $NON-NLS-1$ $NON-NLS-1$ $NON-NLS-1$ $NON-NLS-1$ $NON-NLS-1$ $NON-NLS-1$ $NON-NLS-1$ $NON-NLS-1$ $NON-NLS-1$,0
line 1317,0
//{{{ StyleTableModel class,0
Select the root object in the view. //,0
Disable DELETE and BROWSE if there are no rows in the table to delete.,0
--entryCursor;,0
TODO: READ_CHECK from MRI,0
user-specified key,0
This will call prepare() which will partially execute the command. //,0
search in subfolders recursively,0
"If there are features delegating across packages, add only those that aren't already being generated. //",0
//yuck!,1
build descriptor string,0
this flag is used as a loop exit condition during parsing,0
No timeout in critical section,0
TODO : why aren't these the same?,1
TODO: Is is really used ? @see javax.swing.JComponent#removeNotify(),1
maximumBarWidth,0
"If no webxml file is specified, it's an error.",0
MUTABLE,0
"Go directly to the right entry in the zip file, get the stream, and wrap it so that closing it closes the zip file. //",0
//TODO: used to be exprNoParens! was this needed?,1
Test Old cookie is not returned,0
convert the condition string to an int which is easier to handle,0
i18n[laf.lafPerformanceWarning=Also note: Some Look and Feels may cause performance problems. If you think your selected Look and Feel slows down SQuirreL switch to a Metal or Plastic Look and Feel.],0
NOTE: The <XMI.header></XMI.header> is provided for us,0
i18n[oracle.objectType=Object Type],0
@see org.argouml.uml.diagram.layout.LayoutedEdge#layout(),0
"note that we don't use setDirty(), because a) that would send an unnecessary message, b) it would also set the AUTOSAVE_DIRTY flag, which will make the autosave thread write out a redundant autosave file",0
@see org.argouml.uml.ui.AbstractActionAddModelElement#getDialogTitle(),0
A valid authority may be null or contain any allowed URI characters except for the following: <code>/ ?</code>,0
"If the generic type is a different wildcard, it doesn't match. //",0
draw horizontal crosshair if required...,0
//{{{ intern() method,0
trailing string is not empty,0
--- End instance data ---,0
asupport.fireActionEvent(DATE_CHANGE_CMD);,0
//sort the list. Makes SCM and manual diffs easier.,0
"We'll try adding a shallow copy of the clipboard contents, instead of a full copy. Note: we can't just try adding the clipboard contents itself, because the copy may be a different type then what's on the clipboard (e.g. EJB Field -> RDB Column). //",0
"//workaround, for backward compatibility of sets with no //not-null columns, assume all columns are used in the //row locator SQL",1
mark message as not spam,0
"Constant for the PCLI listversionedfiles recursive i a format ""get"" understands",0
make all enum constants to be on separate lines,0
Add also the length of the file content,0
We expect there to be at least one archive path. //,0
//The old submachine container is deleted as listener,0
repaint the calendar pane,0
//{{{ moveUp() method,0
"TODO: If this is an ordered list, then you have to add in the right location!",1
significant digits and exponent,0
(non-Javadoc) @see com.miginfocom.ashape.interaction.InteractionListener#interactionOccured(com.miginfocom.ashape.interaction.InteractionEvent),0
//Plain text components don't fire these events,0
